,poistion,track_name,artist,popularity,followers,gen_1,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,track_id,art_id,album,year
102,3,Radioactive,Imagine Dragons,72,43605162,Rock,0.448,0.784,9,-3.686,1,0.0627,0.000108,0.668,0.236,136.245,186813,4,FALSE,4G8gkOterJn0Ywt6uhqbhp,53XhwfbYqKCa1cC15pYq2q,Night Visions,2013
103,4,Wake Me Up,Avicii,85,22277533,Dance,0.532,0.783,2,-5.697,1,0.0523,0.0012,0.161,0.643,124.08,247427,4,FALSE,0nrRP2bk19rLc0orkWPQk2,1vCWHaC5f2uS3yhpwWbIA6,TRUE,2013
104,5,Locked out of Heaven,Bruno Mars,86,44538470,Dance,0.726,0.698,5,-4.165,1,0.0431,0,0.309,0.867,143.994,233478,4,FALSE,3w3y8KPTfNeOKPiqUTakBh,0du5cEVh5yTK9QJze8zA0C,Unorthodox Jukebox,2013
105,6,Thrift Shop (feat. Wanz),Macklemore,77,2590389,Dance,0.781,0.526,6,-6.986,0,0.293,0,0.0457,0.665,94.993,235613,4,TRUE,6CjtS2JZH9RkDz5UVInsa9,5BcAKTbp20cv7tC5VqPFoC,The Heist,2013
106,7,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,81,9029109,EDM,0.794,0.811,6,-8.966,0,0.038,1.07E-06,0.101,0.862,116.047,248413,4,FALSE,2Foc5Q5nqNiosCNqttzHof,4tZwfgrHOc3mvqYlEYSvVi,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],2013
107,8,Another Love,Tom Odell,93,2591709,Pop,0.445,0.537,4,-8.532,0,0.04,1.65E-05,0.0944,0.131,122.769,244360,4,TRUE,3JvKfv6T31zO0ini8iNItO,2txHhyCwHjUEpJjWrEyqyX,Long Way Down (Deluxe),2013
108,9,Sweater Weather,The Neighbourhood,92,10796781,EDM,0.612,0.807,10,-2.81,1,0.0336,0.0177,0.101,0.398,124.053,240400,4,FALSE,2QjOHCTQ1Jl3zawyYOpxh6,77SW9BnxLY8rJ0RciFqkHh,I Love You.,2013
109,10,Do I Wanna Know?,Arctic Monkeys,87,17060943,Rock,0.548,0.532,5,-7.596,1,0.0323,0.000263,0.217,0.405,85.03,272394,4,FALSE,5FVd6KXrgO9B3JPmC8OPst,7Ln80lUS6He07XvHI8qqHH,AM,2013
110,11,Safe And Sound,Capital Cities,82,817806,Pop,0.655,0.819,0,-4.852,1,0.0316,0.00374,0.104,0.766,117.956,192790,5,FALSE,6Z8R6UsFuGXGtiIxiD8ISb,4gwpcMTbLWtBUlOijbVpuu,In A Tidal Wave Of Mystery (Deluxe Edition),2013
111,12,When I Was Your Man,Bruno Mars,86,44538470,Dance,0.612,0.28,0,-8.648,1,0.0434,0,0.088,0.387,72.795,213827,4,FALSE,0nJW01T7XtvILxQgC5J7Wh,0du5cEVh5yTK9QJze8zA0C,Unorthodox Jukebox,2013
112,13,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,81,2590389,Dance,0.641,0.922,2,-4.457,1,0.0786,0,0.0862,0.847,146.078,258343,4,FALSE,3bidbhpOYeV4knp8AIu8Xn,5BcAKTbp20cv7tC5VqPFoC,The Heist,2013
113,14,All I Want,Kodaline,81,2732470,Pop,0.188,0.411,0,-9.733,1,0.0484,0.153,0.0843,0.159,187.376,305747,3,FALSE,0NlGoUyOJSuSHmngoibVAs,4BxCuXFJrSWGi1KHcVqaU4,In A Perfect World (Expanded Edition),2013
114,15,Just Give Me a Reason (feat. Nate Ruess),P!nk,80,14089260,Dance,0.778,0.547,2,-7.273,1,0.0489,0.000302,0.132,0.441,95.002,242733,4,FALSE,1mKXFLRA179hdOWQBwUk9e,1KCSPY1glIKqW2TotWuXOR,The Truth About Love,2013
115,16,A Thousand Years,Christina Perri,80,3429980,Dance,0.421,0.407,10,-7.445,1,0.0267,0.000961,0.11,0.161,139.028,285120,3,FALSE,6lanRgr6wXibZr8KgzXxBl,7H55rcKCfwqkyDFH9wpKM6,A Thousand Years,2013
116,17,Why'd You Only Call Me When You're High?,Arctic Monkeys,87,17060943,Rock,0.691,0.631,2,-6.478,1,0.0368,1.13E-05,0.104,0.8,92.004,161124,4,FALSE,086myS9r57YsLbJpU0TgK9,7Ln80lUS6He07XvHI8qqHH,AM,2013
117,18,Love Me,Lil Wayne,79,12844442,Hip Hop,0.669,0.634,11,-6.476,1,0.0327,0,0.0946,0.496,124.906,255053,4,TRUE,2XHzzp1j4IfTNp1FTn7YFg,55Aa2cqylxrFIXC767Z865,I Am Not A Human Being II (Deluxe),2013
118,19,Little Talks,Of Monsters and Men,79,3416283,Folk,0.457,0.757,1,-5.177,1,0.032,0,0.146,0.417,102.961,266600,4,FALSE,2ihCaVdNZmnHZWt0fvAM7B,4dwdTW1Lfiq0cM8nBAqIIz,My Head Is An Animal,2013
119,20,Unconditionally,Katy Perry,78,23652014,Dance,0.432,0.725,7,-4.862,1,0.0431,0,0.208,0.353,128.902,228879,4,FALSE,009ImBOrIUlWgla8U05RAC,6jJ0s89eD6GaHleKKya26X,PRISM,2013
120,21,Heart Attack,Demi Lovato,78,23654521,Dance,0.504,0.785,8,-4.802,1,0.104,0,0.239,0.502,173.968,210840,4,FALSE,1V6gIisPpYqgFeWbMLI0bA,6S2OmqARrzebs0tKUEyXyp,Demi,2013
121,22,Treasure,Bruno Mars,79,44538470,Dance,0.874,0.692,5,-5.28,0,0.0431,7.24E-05,0.324,0.937,116.017,178560,4,TRUE,55h7vJchibLdUkxdlX3fK7,0du5cEVh5yTK9QJze8zA0C,Unorthodox Jukebox,2013
122,23,Mirrors,Justin Timberlake,77,12375207,Dance,0.574,0.512,5,-6.664,0,0.0503,0,0.0946,0.512,76.899,484147,4,FALSE,4rHZZAmHpZrA3iH5zx8frV,31TPClRtHm23RisEBtV3X7,The 20/20 Experience (Deluxe Version),2013
123,24,The Monster,Eminem,77,62163501,Hip Hop,0.781,0.853,1,-3.68,0,0.0715,0,0.12,0.624,110.049,250189,4,TRUE,48RrDBpOSSl1aLVCalGl5C,7dGJo4pcD2V6oG8kP0tJRR,The Marshall Mathers LP2,2013
124,25,I Knew You Were Trouble.,Taylor Swift,77,62872493,Pop,0.622,0.469,3,-6.798,0,0.0363,2.25E-06,0.0335,0.679,77.019,219720,4,FALSE,6FB3v4YcR57y4tXFcdxI1E,06HL4z0CvFAxyc27GXpf02,Red (Big Machine Radio Release Special),2013
125,26,Scream & Shout,will.i.am,77,3884592,Dance,0.772,0.685,5,-6.849,1,0.0696,8.96E-05,0.131,0.501,130.033,283400,4,TRUE,2iJuuzV8P9Yz0VSurttIV5,085pc2PYOi8bGKj0PNjekA,#willpower,2013
126,27,Wrecking Ball,Miley Cyrus,77,19029603,Dance,0.53,0.422,5,-6.262,1,0.0342,0,0.107,0.349,119.964,221360,4,FALSE,2vwlzO0Qp8kfEtzTsCXfyE,5YGY8feqx7naU7z4HrwZM6,Bangerz (Deluxe Version),2013
127,28,3005,Childish Gambino,77,10037142,Hip Hop,0.664,0.447,6,-7.272,0,0.289,0,0.091,0.659,83.138,234215,4,TRUE,5cc9Zbfp9u10sfJeKZ3h16,73sIBHcqh3Z3NyqHKZ7FOL,Because the Internet,2013
128,29,Power Trip (feat. Miguel),J. Cole,77,18435617,Hip Hop,0.667,0.608,1,-7.054,1,0.216,0.000198,0.426,0.475,99.992,241160,4,TRUE,2uwnP6tZVVmTovzX5ELooy,6l3HvQ5sa6mXTsMTB19rO5,Born Sinner (Deluxe Version),2013
129,30,Try,P!nk,77,14089260,Dance,0.674,0.628,2,-7.079,1,0.03,0,0.0944,0.552,103.998,247907,4,FALSE,1jF7IL57ayN4Ity3jQqGu0,1KCSPY1glIKqW2TotWuXOR,The Truth About Love,2013
130,31,Feel This Moment (feat. Christina Aguilera),Pitbull,77,9701610,Dance,0.673,0.758,7,-3.632,1,0.158,0,0.341,0.542,135.956,229507,4,FALSE,0Hf4aIJpsN4Os2f0y0VqWl,0TnOYISbd1XYRBk9myaseg,Global Warming: Meltdown (Deluxe Version),2013
131,32,Team,Lorde,77,9885762,EDM,0.69,0.578,6,-7.436,1,0.0929,0,0.305,0.416,99.961,193059,4,FALSE,3G6hD9B2ZHOsgf4WfNu7X1,163tK9Wjr9P9DmM0AVK7lm,Pure Heroine,2013
132,33,Best Song Ever,One Direction,76,28271703,Pop,0.652,0.877,1,-2.986,1,0.0465,0,0.0789,0.486,118.491,200107,4,FALSE,5T7ZFtCcOgkpjxcuaeZbw0,4AK6F7OLvEQ5QYCBNiQWHq,Midnight Memories (Deluxe),2013
133,34,We Can't Stop,Miley Cyrus,77,19029603,Dance,0.613,0.622,1,-5.794,0,0.0334,0,0.37,0.484,80.003,231240,4,FALSE,2y4lAQpi5VTNLu2ldeTdUH,5YGY8feqx7naU7z4HrwZM6,Bangerz (Deluxe Version),2013
134,35,Clarity,Zedd,75,5846564,House,0.509,0.781,8,-3.48,1,0.072,0,0.0749,0.176,128,271427,4,FALSE,60wwxj6Dd9NJlirf84wr2c,2qxJFvFYMEDqd7ui6kSAcq,Clarity,2013
135,36,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,75,11540434,Hip Hop,0.853,0.693,1,-6.87,1,0.275,0,0.11,0.662,95.967,233787,4,TRUE,4X5f3vT8MRuXF68pfjNte5,13ubrt8QOOCPljQ2FL1Kca,LONG.LIVE.A$AP (Deluxe Version),2013
136,37,Let Her Go,Passenger,75,3072267,Folk,0.479,0.545,7,-7.346,1,0.0688,0,0.0963,0.243,74.897,252733,4,FALSE,1KxwZYyzWNyZSRyErj2ojT,0gadJ2b9A4SKsB1RFkBb66,All The Little Lights,2013
137,38,Pompeii,Bastille,74,5194201,Pop,0.679,0.715,9,-6.383,1,0.0407,0,0.271,0.571,127.435,214148,4,FALSE,4Ub8UsjWuewQrPhuepfVpd,7EQ0qTo7fWT7DPxmxtSYEc,All This Bad Blood,2013
138,39,Black Skinhead,Kanye West,74,18755413,Rap,0.766,0.809,1,-6.123,1,0.279,0,0.168,0.325,130.127,188013,4,TRUE,722tgOgdIbNe3BEyLnejw4,5K4W6rqBFWDnAN6FQUkS6x,Yeezus,2013
139,40,Demons,Imagine Dragons,74,43605162,Rock,0.505,0.71,3,-3.015,1,0.0321,0.00025,0.329,0.428,89.938,175200,4,FALSE,3LlAyCYU26dvFZBDUIMb7a,53XhwfbYqKCa1cC15pYq2q,Night Visions,2013
140,41,Beauty And A Beat,Justin Bieber,74,67760523,Pop,0.602,0.843,0,-4.831,1,0.0593,5.27E-05,0.0682,0.526,128.003,227987,4,FALSE,190jyVPHYjAqEaOGmMzdyk,1uNFoZAHBGtllmzznpCI3s,Believe (Deluxe Edition),2013
141,42,Ho Hey,The Lumineers,74,4937158,Folk,0.685,0.466,0,-9.074,1,0.0304,2.06E-06,0.0915,0.353,79.936,163133,4,FALSE,0W4Kpfp1w2xkY3PrV714B7,16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,2013
142,43,Sail,AWOLNATION,74,2079330,Indie,0.826,0.436,1,-9.583,1,0.0558,0.615,0.0964,0.272,119.051,259093,4,FALSE,7ueP5u2qkdZbIPN2YA6LR0,4njdEjTnLfcGImKZu1iSrz,Megalithic Symphony,2013
143,44,Sweet Nothing (feat. Florence Welch),Calvin Harris,72,22985542,Dance,0.573,0.929,8,-3.942,0,0.109,0.000112,0.0567,0.582,127.934,212560,4,FALSE,24LS4lQShWyixJ0ZrJXfJ5,7CajNmpbOovFoOoasH2HaY,18 Months,2013
144,45,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,72,9643381,EDM,0.558,0.924,9,-4.341,0,0.064,3.32E-06,0.537,0.567,151.99,186827,4,FALSE,2E43WFS4rRc09za2r2GmZl,4UXqAaa6dQYAk18Lv7PEgX,Save Rock And Roll,2013
145,46,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,72,18922353,EDM,0.572,0.81,1,-5.791,0,0.0558,6.53E-06,0.13,0.11,126.052,214912,4,FALSE,6PUIzlqotEmPuBfjbwYWOB,00FQb4jTyendYWaN8pK0wa,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),2013
146,47,Roar,Katy Perry,72,23652014,Dance,0.554,0.772,7,-4.821,0,0.0418,6.60E-06,0.354,0.455,179.984,223546,4,FALSE,6F5c58TMEs1byxUstkzVeM,6jJ0s89eD6GaHleKKya26X,PRISM (Deluxe),2013
147,48,"Hold On, We're Going Home",Drake,71,69172212,Hip Hop,0.777,0.414,6,-7.44,0,0.0946,2.73E-05,0.0724,0.287,100.002,227880,4,FALSE,2aSC2xhRxOLiiZZVjhbylH,3TVXtAsR1Inumwj472S9r4,Nothing Was The Same,2013
148,49,Stay - Album Version (Edited),Rihanna,71,51162263,Pop,0.621,0.31,9,-10.164,0,0.0283,6.12E-05,0.117,0.125,111.893,240707,4,FALSE,789CxjEOtO76BVD1A9yJQH,5pKCCKE2ajJHZ9KAiaK11H,Unapologetic (Edited Version),2013
149,50,Ready or Not,Bridgit Mendler,71,1294026,Dance,0.715,0.872,2,-3.835,1,0.0509,3.84E-05,0.107,0.748,93.043,200947,4,FALSE,5xvUgoVED1F4mBu8FL0HaW,4VhL8KLjVso4vLfOLVViTb,Hello My Name Is...,2013
150,51,True Love (feat. Lily Allen),P!nk,70,14089260,Dance,0.457,0.823,9,-4.76,1,0.311,0,0.108,0.578,192.205,230733,4,TRUE,1QNqrsNQ1JVLEwncov3lEY,1KCSPY1glIKqW2TotWuXOR,The Truth About Love,2013
151,52,Come & Get It,Selena Gomez,70,38617185,Dance,0.546,0.787,7,-4.1,0,0.0517,0.00021,0.0809,0.573,79.979,231987,4,FALSE,6LoQHIo74tOzQ8EsLEkhgF,0C8ZW7ezQVs4URX5aX7Kqx,Stars Dance (Bonus Track Version),2013
152,53,We Own It (Fast & Furious),2 Chainz,70,7501856,Hip Hop,0.563,0.902,1,-4.586,0,0.402,0,0.0524,0.559,171.999,227907,4,FALSE,2OQJKTtrH482waGFmOfJni,17lzZA2AlOHwCwFALHttmp,B.O.A.T.S. II #METIME (Deluxe),2013
153,54,I Need Your Love (feat. Ellie Goulding),Calvin Harris,70,22985542,Dance,0.695,0.869,8,-5.066,1,0.0483,0,0.237,0.58,124.989,234507,4,FALSE,05SBRd4fXgn8FX7bf8BCAE,7CajNmpbOovFoOoasH2HaY,18 Months,2013
154,55,22,Taylor Swift,69,62872493,Pop,0.661,0.729,7,-6.561,1,0.0376,0.0013,0.0477,0.668,103.987,232120,4,FALSE,6ce41JVa6KFaryfmC2bu2W,06HL4z0CvFAxyc27GXpf02,Red (Big Machine Radio Release Special),2013
155,56,Still into You,Paramore,69,7312731,Pop,0.602,0.923,5,-3.763,1,0.044,0,0.0561,0.765,136.01,216013,4,FALSE,3SXXFIZel1VQQ4ENiqozxi,74XFHRwlV6OrjEM0A2NCMF,Paramore (Deluxe Edition),2013
156,57,Work Bitch,Britney Spears,69,11545999,Dance,0.629,0.824,9,-6.53,1,0.159,0.000628,0.0651,0.852,128.01,247960,4,TRUE,3KliPMvk1EvFZu9cvkj8p1,26dSoYclwsYLMAKD3tpOr4,Britney Jean (Deluxe Version),2013
157,58,I Love It (feat. Charli XCX),Icona Pop,69,686256,Pop,0.711,0.906,8,-2.671,1,0.0284,1.64E-05,0.153,0.824,125.916,157153,4,TRUE,6HZ9VeI5IRFCNQLXhpF4bq,1VBflYyxBhnDc9uVib98rw,THIS IS... ICONA POP,2013
158,59,Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,68,9029109,EDM,0.832,0.659,10,-7.828,0,0.057,0.00114,0.0753,0.674,100.163,353893,4,FALSE,5CMjjywI0eZMixPeqNd75R,4tZwfgrHOc3mvqYlEYSvVi,Random Access Memories,2013
159,60,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,68,22277533,Dance,0.509,0.79,6,-3.782,0,0.0374,6.67E-05,0.316,0.638,127.946,208316,4,FALSE,1sh6lL6cmlcwhqZKGiKBua,1vCWHaC5f2uS3yhpwWbIA6,I Could Be The One [Avicii vs Nicky Romero],2013
160,61,It's a Beautiful Day,Michael Bublé,68,5535702,Pop,0.532,0.795,1,-3.979,1,0.0358,0,0.295,0.78,143.837,199267,4,FALSE,0mvkwaZMP2gAy2ApQLtZRv,1GxkXlMwML1oSg5eLPiAz3,To Be Loved,2013
161,62,Here's to Never Growing Up,Avril Lavigne,68,9316708,Pop,0.482,0.873,0,-3.145,1,0.0853,0,0.409,0.737,165.084,214320,4,TRUE,0qwcGscxUHGZTgq0zcaqk1,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne (Expanded Edition),2013
162,63,Burn,Ellie Goulding,67,11358718,Dance,0.555,0.772,1,-5.007,1,0.0523,0,0.105,0.346,86.921,231213,4,FALSE,5lF0pHbsJ0QqyIrLweHJPW,0X2BH1fck6amBIoJhDVmmJ,Halcyon Nights,2013
163,64,I Will Wait,Mumford & Sons,67,6386564,Folk,0.478,0.758,1,-5.4,1,0.0331,0.00717,0.312,0.452,131.109,276720,4,FALSE,1fXiYSWmkKJfRKMegCkI11,3gd8FJtBJtkRxdfbTu19U2,Babel (Deluxe Version),2013
164,65,High Hopes,Kodaline,67,2732470,Pop,0.488,0.487,4,-6.371,1,0.0305,0,0.193,0.219,77.278,230267,4,FALSE,6KkyuDhrEhR5nJVKtv9mCf,4BxCuXFJrSWGi1KHcVqaU4,In A Perfect World (Expanded Edition),2013
165,66,The Way,Ariana Grande,67,85188706,Dance,0.645,0.878,5,-3.208,0,0.113,0,0.076,0.862,82.324,227027,4,FALSE,0S4RKPbRDA72tvKwVdXQqe,66CXWjxzNUsdJxJ2JdwvnR,Yours Truly,2013
166,67,Everything Has Changed,Taylor Swift,66,62872493,Pop,0.624,0.458,6,-6.755,1,0.0287,3.89E-06,0.311,0.436,80.016,245413,4,FALSE,3Z1kZKYfRC8iRXnYeC5sCJ,06HL4z0CvFAxyc27GXpf02,Red (Big Machine Radio Release Special),2013
167,68,#thatPOWER,will.i.am,66,3884592,Dance,0.797,0.608,6,-6.096,0,0.0584,7.66E-05,0.0748,0.402,127.999,279507,4,FALSE,01TuObJVd7owWchVRuQbQw,085pc2PYOi8bGKj0PNjekA,#willpower (Deluxe),2013
168,69,Home,Phillip Phillips,66,1016723,Folk,0.606,0.826,0,-6.04,1,0.0307,1.56E-05,0.117,0.322,121.04,210173,4,FALSE,1EAgPzRbK9YmdOESSMUm6P,6p5JxpTc7USNnBnLzctyd4,The World From The Side Of The Moon,2013
169,70,This Is What It Feels Like,Armin van Buuren,66,4136384,EDM,0.551,0.833,8,-5.217,1,0.03,2.77E-06,0.0632,0.145,129.885,204360,5,FALSE,5GjnIpUlLGEIYk052ISOw9,0SfsnGyD8FpIN4U4WCkBZ5,Intense,2013
170,71,Love Me Again,John Newman,66,685741,Dance,0.495,0.894,2,-4.814,0,0.0441,0.000596,0.103,0.213,126.03,239894,4,FALSE,5VSCgNlSmTV2Yq5lB40Eaw,34v5MVKeQnIo0CWYMbbrPf,Tribute,2013
171,72,One Way or Another (Teenage Kicks),One Direction,66,28271703,Pop,0.489,0.867,4,-3.121,0,0.071,0,0.586,0.409,162.131,157293,4,FALSE,3jZomvOBa5qfTo5HkqI1p5,4AK6F7OLvEQ5QYCBNiQWHq,One Way Or Another (Teenage Kicks),2013
172,73,Thinking About You (feat. Ayah Marar),Calvin Harris,66,22985542,Dance,0.725,0.874,0,-3.715,0,0.0396,0.000412,0.0958,0.748,127.985,247933,4,FALSE,1KtD0xaLAikgIt5tPbteZQ,7CajNmpbOovFoOoasH2HaY,18 Months,2013
173,74,Ain't It Fun,Paramore,66,7312731,Pop,0.61,0.893,9,-3.681,1,0.0921,4.41E-05,0.021,0.673,104.031,296520,4,FALSE,3yrvQHw6pQemsrCQEpMnKv,74XFHRwlV6OrjEM0A2NCMF,Paramore (Deluxe Edition),2013
174,75,Reload - Radio Edit,Sebastian Ingrosso,66,944085,EDM,0.485,0.724,9,-4.633,0,0.0521,0,0.0631,0.433,128.045,221273,4,FALSE,5jyUBKpmaH670zrXrE0wmO,6hyMWrxGBsOx6sWcVj1DqP,Reload (Vocal Version / Radio Edit),2013
175,76,Started From the Bottom,Drake,65,69172212,Hip Hop,0.793,0.524,8,-7.827,1,0.156,0,0.156,0.579,86.325,174133,4,TRUE,5DI9jxTHrEiFAhStG7VA8E,3TVXtAsR1Inumwj472S9r4,Nothing Was The Same,2013
176,77,Berzerk,Eminem,65,62163501,Hip Hop,0.739,0.872,11,-4.059,0,0.333,0,0.26,0.684,95.084,238746,4,TRUE,6Xk7PnitV9jCRorWt2LiVZ,7dGJo4pcD2V6oG8kP0tJRR,The Marshall Mathers LP2 (Deluxe),2013
177,78,Don't Stop the Party (feat. TJR),Pitbull,65,9701610,Dance,0.722,0.958,4,-3.617,1,0.0912,0,0.375,0.952,127.008,206120,4,FALSE,3Tu7uWBecS6GsLsL8UONKn,0TnOYISbd1XYRBk9myaseg,Global Warming: Meltdown (Deluxe Version),2013
178,79,Suit & Tie (feat. Jay-Z),Justin Timberlake,65,12375207,Dance,0.795,0.596,11,-3.799,0,0.219,0,0.164,0.357,101.985,326280,4,TRUE,6vt0I1cw1YmAIKDJvHVIM5,31TPClRtHm23RisEBtV3X7,The 20/20 Experience (Deluxe Version),2013
179,80,Talk Dirty (feat. 2 Chainz),Jason Derulo,65,11615458,Dance,0.76,0.652,6,-7.321,1,0.232,0,0.307,0.759,100.315,177685,4,TRUE,6g6A7qNhTfUgOSH7ROOxTD,07YZf4WDAMNwqr4jfgOZ8y,Talk Dirty,2013
180,81,I Cry,Flo Rida,64,8704966,Dance,0.693,0.822,4,-5.441,0,0.0439,1.79E-06,0.315,0.763,126.035,223800,4,FALSE,4bZd0nRuX8HyjeXAUBczvm,0jnsk9HBra6NMjO2oANoPY,Wild Ones,2013
181,82,Body Party,Ciara,64,5906695,Dance,0.577,0.576,2,-6.299,1,0.0563,0,0.602,0.12,133.973,234040,4,FALSE,0rFZaQ4crlGAzuCjWCQ2xu,2NdeV5rLm47xAvogXrYhJX,Ciara,2013
182,83,The Fox (What Does the Fox Say?),Ylvis,64,154076,Pop,0.703,0.867,6,-4.292,1,0.0453,0,0.119,0.546,128.008,213708,4,FALSE,5HOpkTTVcmZHnthgyxrIL8,2lEOFtf3cCyzomQcMHJGfZ,The Fox (What Does the Fox Say?),2013
183,84,Chocolate,The 1975,64,6011010,EDM,0.591,0.94,11,-4.341,1,0.0522,0,0.383,0.676,100.043,224640,4,FALSE,44Ljlpy44mHvLJxcYUvTK0,3mIj9lX2MWuHmhNCA7LSCW,The 1975,2013
184,85,Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,63,2590389,Dance,0.688,0.473,8,-9.059,1,0.167,4.46E-05,0.104,0.299,84.958,318525,4,FALSE,01uqI4H13Gsd8Lyl1EYd8H,5BcAKTbp20cv7tC5VqPFoC,The Heist,2013
185,86,Holy Grail,JAY-Z,63,7774318,Hip Hop,0.676,0.534,2,-6.901,0,0.0831,8.59E-06,0.256,0.156,145.082,338413,4,TRUE,1q9bLSeIlGf2xBvbOkp2Wr,3nFkdlSjzX9mRTtwJOzDYB,Magna Carta... Holy Grail,2013
186,87,Daylight,Maroon 5,62,38716706,Pop,0.657,0.679,2,-5.511,1,0.0269,0,0.211,0.331,120.007,225307,4,FALSE,6TwfdLbaxTKzQi3AgsZNzx,04gDigrS5kc9YWfZHwBETP,Overexposed (Deluxe),2013
187,88,Bad (feat. Rihanna) - Remix,Wale,61,3858342,Rap,0.807,0.702,6,-6.594,0,0.0748,0,0.111,0.447,114.038,238827,4,TRUE,5yhKaacMZGRo4s6evJx9vk,67nwj3Y5sZQLl72VNUHEYE,The Gifted,2013
188,89,Of The Night,Bastille,61,5194201,Pop,0.67,0.829,5,-7.2,0,0.0427,0.000225,0.089,0.349,125.01,214206,4,FALSE,7BNDyzwDboNRR2wmd7GSew,7EQ0qTo7fWT7DPxmxtSYEc,All This Bad Blood,2013
189,90,Fine China,Chris Brown,61,17592595,Dance,0.654,0.731,10,-4.767,0,0.0568,0,0.122,0.59,104.002,213200,4,FALSE,0yz2J4wsXFCjMjpJ6A74yV,7bXgB6jMjp9ATFy66eO08Z,X (Expanded Edition),2013
190,91,Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,61,22985542,Dance,0.665,0.886,9,-4.175,0,0.0514,6.24E-05,0.0525,0.53,128.062,240347,4,FALSE,1oHxIPqJyvAYHy0PVrDU98,7CajNmpbOovFoOoasH2HaY,18 Months,2013
191,92,Wings,Birdy,60,3607115,Pop,0.474,0.707,7,-4.534,1,0.0253,0,0.162,0.224,83.235,252107,4,FALSE,1D4XFKolp63mNqqMXJJL1V,2WX2uTcsvV5OnS0inACecP,Fire Within,2013
192,93,Animals - Radio Edit,Martin Garrix,60,15656461,Dance,0.593,0.914,1,-5.351,1,0.0363,0.445,0.0714,0.0381,128.015,176120,4,FALSE,65G7XDGcybJiGywSCXJiL5,60d24wfXkVzDSfLS6hyCjZ,Animals,2013
193,94,The Other Side,Jason Derulo,60,11615458,Dance,0.561,0.836,9,-3.939,1,0.1,0,0.136,0.517,127.923,226987,4,FALSE,5FljCWR0cys07PQ9277GTz,07YZf4WDAMNwqr4jfgOZ8y,Talk Dirty,2013
194,95,This Is How We Do,Katy Perry,60,23652014,Dance,0.69,0.636,9,-6.028,0,0.0457,0,0.147,0.8,96,204285,4,FALSE,5vL0yvddknhGj7IrBc6UTj,6jJ0s89eD6GaHleKKya26X,PRISM (Deluxe),2013
195,96,Play Hard (feat. Ne-Yo & Akon),David Guetta,59,25053090,Pop,0.691,0.921,8,-1.702,0,0.0535,0,0.331,0.802,130.072,201000,4,FALSE,2QD4C6RRHgRNRAyrfnoeAo,1Cs0zKBU1kc0i8ypK3B9ai,Nothing but the Beat 2.0,2013
196,97,Dear Darlin',Olly Murs,59,3259382,Dance,0.512,0.828,11,-4.672,0,0.0454,8.73E-06,0.119,0.34,124.021,206373,4,FALSE,0s0JMUkb2WCxIJsRB3G7Hd,3whuHq0yGx60atvA2RCVRW,Right Place Right Time (Expanded Edition),2013
197,98,human,Christina Perri,59,3429980,Dance,0.439,0.489,8,-6.286,1,0.0368,0.000643,0.114,0.253,143.808,250707,4,FALSE,1zVhMuH7agsRe6XkljIY4U,7H55rcKCfwqkyDFH9wpKM6,human,2013
198,99,Need U (100%) (feat. A*M*E) - Radio Edit,Duke Dumont,59,677041,Dance,0.67,0.848,0,-5.103,0,0.0538,0.00168,0.385,0.457,124.031,174122,4,FALSE,5zdkUzguZYAfBH9fnWn3Zl,61lyPtntblHJvA7FMMhi7E,Need U (100%) (feat. A*M*E) [Remixes],2013
199,100,Cruise,Florida Georgia Line,59,4991878,Country,0.457,0.948,10,-3.364,1,0.0354,0,0.0536,0.878,148,208960,4,FALSE,5BhsEd82G0Mnim0IUH6xkT,3b8QkneNDz4JHKKKlLgYZg,Here's To The Good Times,2013
200,1,"Happy - From ""Despicable Me 2""",Pharrell Williams,80,4077572,Hip Hop,0.647,0.822,5,-4.662,0,0.183,0,0.0908,0.962,160.019,232720,4,FALSE,60nZcImufyMA1MKQY3dcCH,2RdwBSPQiwcmiDo9kixcl8,G I R L,2014
201,2,Dark Horse,Katy Perry,80,23652014,Dance,0.647,0.585,6,-6.123,1,0.0512,0,0.165,0.353,131.934,215672,4,FALSE,4jbmgIyjGoXjY01XxatOx6,6jJ0s89eD6GaHleKKya26X,PRISM,2014
